zone,city,area,village,village_code
10015-04,花蓮縣,富里鄉,富里村,10015100009
66000-11,臺中市,南區,江川里,66000030006
67000-10,臺南市,東區,衛國里,67000320018
66000-11,臺中市,南區,新榮里,66000030007
65000-10,新北市,瑞芳區,上天里,65000120010
67000-10,臺南市,東區,崇善里,67000320019
10015-04,花蓮縣,富里鄉,萬寧村,10015100003
65000-10,新北市,瑞芳區,吉慶里,65000120011
67000-10,臺南市,東區,崇明里,67000320012
10015-04,花蓮縣,富里鄉,新興村,10015100004
67000-10,臺南市,東區,自強里,67000320013
10015-04,花蓮縣,富里鄉,竹田村,10015100005
67000-08,臺南市,中西區,西和里,67000370048
67000-10,臺南市,東區,和平里,67000320014
10015-04,花蓮縣,富里鄉,羅山村,10015100006
67000-10,臺南市,東區,路東里,67000320015
63000-02,臺北市,南港區,重陽里,63000090020
65000-10,新北市,瑞芳區,弓橋里,65000120016
65000-10,新北市,瑞芳區,碩仁里,65000120017
65000-10,新北市,瑞芳區,基山里,65000120018
65000-10,新北市,瑞芳區,永慶里,65000120019
66000-07,臺中市,南屯區,大興里,66000070020
66000-07,臺中市,南屯區,大業里,66000070021
67000-08,臺南市,中西區,西湖里,67000370033
66000-07,臺中市,南屯區,惠中里,66000070022
67000-08,臺南市,中西區,西賢里,67000370034
66000-07,臺中市,南屯區,寶山里,66000070023
66000-07,臺中市,南屯區,三和里,66000070024
66000-07,臺中市,南屯區,三義里,66000070025
67000-08,臺南市,中西區,大涼里,67000370031
67000-08,臺南市,中西區,城隍里,67000370039
10007-02,彰化縣,鹿港鎮,大有里,10007020001
10007-02,彰化縣,鹿港鎮,中興里,10007020002
10007-02,彰化縣,鹿港鎮,洛津里,10007020003
10007-02,彰化縣,鹿港鎮,順興里,10007020004
10007-02,彰化縣,鹿港鎮,郭厝里,10007020009
66000-07,臺中市,南屯區,三厝里,66000070010
10007-02,彰化縣,鹿港鎮,頂厝里,10007020005
64000-08,高雄市,新興區,黎明里,64000060020
66000-11,臺中市,南區,崇倫里,66000030022
10007-02,彰化縣,鹿港鎮,東崎里,10007020006
10007-02,彰化縣,鹿港鎮,埔崙里,10007020007
66000-07,臺中市,南屯區,大同里,66000070015
10007-02,彰化縣,鹿港鎮,東石里,10007020008
66000-07,臺中市,南屯區,文心里,66000070016
66000-07,臺中市,南屯區,同心里,66000070017
64000-08,高雄市,新興區,大明里,64000060025
66000-07,臺中市,南屯區,向心里,66000070018
64000-08,高雄市,新興區,秋山里,64000060026
66000-11,臺中市,南區,永和里,66000030020
66000-07,臺中市,南屯區,溝墘里,66000070011
64000-08,高雄市,新興區,長驛里,64000060027
66000-11,臺中市,南區,工學里,66000030021
66000-07,臺中市,南屯區,田心里,66000070012
64000-08,高雄市,新興區,建興里,64000060028
66000-07,臺中市,南屯區,黎明里,66000070013
64000-08,高雄市,新興區,愛平里,64000060021
66000-07,臺中市,南屯區,鎮平里,66000070014
64000-08,高雄市,新興區,南港里,64000060022
64000-08,高雄市,新興區,中東里,64000060023
64000-08,高雄市,新興區,明莊里,64000060024
66000-07,臺中市,南屯區,大誠里,66000070019
64000-08,高雄市,新興區,建華里,64000060029
64000-06,高雄市,鼓山區,鼓岩里,64000020021
64000-06,高雄市,鼓山區,樹德里,64000020022
64000-06,高雄市,鼓山區,寶樹里,64000020023
64000-06,高雄市,鼓山區,興宗里,64000020024
64000-06,高雄市,鼓山區,裕豐里,64000020020
64000-06,高雄市,鼓山區,登山里,64000020029
64000-06,高雄市,鼓山區,光化里,64000020025
10013-03,屏東縣,春日鄉,古華村,10013310002
64000-06,高雄市,鼓山區,山下里,64000020026
10013-03,屏東縣,春日鄉,士文村,10013310003
64000-06,高雄市,鼓山區,河邊里,64000020027
66000-11,臺中市,南區,永興里,66000030011
10013-03,屏東縣,春日鄉,七佳村,10013310004
64000-06,高雄市,鼓山區,綠川里,64000020028
66000-11,臺中市,南區,樹義里,66000030012
10013-03,屏東縣,春日鄉,歸崇村,10013310005
66000-11,臺中市,南區,樹德里,66000030013
66000-11,臺中市,南區,西川里,66000030014
64000-08,高雄市,新興區,文昌里,64000060014
10013-03,屏東縣,春日鄉,春日村,10013310001
64000-08,高雄市,新興區,光耀里,64000060015
64000-08,高雄市,新興區,興昌里,64000060016
66000-11,臺中市,南區,和平里,66000030010
64000-08,高雄市,新興區,開平里,64000060017
66000-11,臺中市,南區,南和里,66000030019
64000-08,高雄市,新興區,蕉園里,64000060010
64000-08,高雄市,新興區,永寧里,64000060011
10013-03,屏東縣,春日鄉,力里村,10013310006
64000-08,高雄市,新興區,玉衡里,64000060012
64000-08,高雄市,新興區,順昌里,64000060013
66000-11,臺中市,南區,長春里,66000030015
66000-11,臺中市,南區,長榮里,66000030016
66000-11,臺中市,南區,福順里,66000030017
66000-11,臺中市,南區,平和里,66000030018
64000-08,高雄市,新興區,成功里,64000060018
64000-08,高雄市,新興區,新江里,64000060019
64000-06,高雄市,鼓山區,龍井里,64000020010
64000-06,高雄市,鼓山區,正德里,64000020011
64000-06,高雄市,鼓山區,平和里,64000020012
64000-06,高雄市,鼓山區,民強里,64000020013
64000-06,高雄市,鼓山區,華豐里,64000020018
64000-06,高雄市,鼓山區,裕興里,64000020019
64000-06,高雄市,鼓山區,厚生里,64000020014
10013-02,屏東縣,霧臺鄉,吉露村,10013270003
64000-06,高雄市,鼓山區,龍子里,64000020015
10013-02,屏東縣,霧臺鄉,大武村,10013270004
64000-06,高雄市,鼓山區,龍水里,64000020016
10013-02,屏東縣,霧臺鄉,佳暮村,10013270005
64000-06,高雄市,鼓山區,明誠里,64000020017
10013-02,屏東縣,霧臺鄉,好茶村,10013270006
10013-02,屏東縣,霧臺鄉,霧台村,10013270001
10013-02,屏東縣,霧臺鄉,阿禮村,10013270002
64000-08,高雄市,新興區,漢民里,64000060030
64000-08,高雄市,新興區,榮治里,64000060031
64000-08,高雄市,新興區,東坡里,64000060032
63000-02,臺北市,南港區,合成里,63000090010
63000-02,臺北市,南港區,成福里,63000090011
63000-02,臺北市,南港區,萬福里,63000090012
63000-02,臺北市,南港區,鴻福里,63000090013
64000-06,高雄市,鼓山區,新民里,64000020032
64000-06,高雄市,鼓山區,延平里,64000020033
64000-06,高雄市,鼓山區,維生里,64000020034
64000-06,高雄市,鼓山區,惠安里,64000020035
63000-02,臺北市,南港區,九如里,63000090018
63000-02,臺北市,南港區,仁福里,63000090019
10007-05,彰化縣,埔心鄉,大華村,10007150010
10007-05,彰化縣,埔心鄉,仁里村,10007150011
64000-06,高雄市,鼓山區,峰南里,64000020030
10007-05,彰化縣,埔心鄉,舊舘村,10007150012
64000-06,高雄市,鼓山區,麗興里,64000020031
63000-02,臺北市,南港區,百福里,63000090014
10007-05,彰化縣,埔心鄉,南舘村,10007150013
63000-02,臺北市,南港區,聯成里,63000090015
10013-04,屏東縣,萬丹鄉,上村村,10013050014
63000-02,臺北市,南港區,舊莊里,63000090016
10013-04,屏東縣,萬丹鄉,加興村,10013050015
63000-02,臺北市,南港區,中研里,63000090017
10013-04,屏東縣,萬丹鄉,社口村,10013050016
10013-04,屏東縣,萬丹鄉,磚寮村,10013050017
64000-06,高雄市,鼓山區,壽山里,64000020036
10007-05,彰化縣,埔心鄉,梧鳳村,10007150018
10013-04,屏東縣,萬丹鄉,田厝村,10013050010
64000-06,高雄市,鼓山區,哨船頭里,64000020037
10007-05,彰化縣,埔心鄉,埤霞村,10007150019
10013-04,屏東縣,萬丹鄉,崙頂村,10013050011
64000-06,高雄市,鼓山區,桃源里,64000020038
10013-04,屏東縣,萬丹鄉,厦北村,10013050012
10013-04,屏東縣,萬丹鄉,厦南村,10013050013
10007-05,彰化縣,埔心鄉,新舘村,10007150014
10007-05,彰化縣,埔心鄉,羅厝村,10007150015
10007-05,彰化縣,埔心鄉,芎蕉村,10007150016
10007-05,彰化縣,埔心鄉,二重村,10007150017
10013-04,屏東縣,萬丹鄉,社皮村,10013050018
10013-04,屏東縣,萬丹鄉,社上村,10013050019
63000-02,臺北市,南港區,南港里,63000090001
63000-02,臺北市,南港區,中南里,63000090002
63000-02,臺北市,南港區,東明里,63000090007
63000-02,臺北市,南港區,西新里,63000090008
63000-02,臺北市,南港區,玉成里,63000090009
68000-06,桃園市,大溪區,福仁里,68000030002
10007-05,彰化縣,埔心鄉,東門村,10007150001
68000-06,桃園市,大溪區,一心里,68000030003
63000-02,臺北市,南港區,新富里,63000090003
10007-05,彰化縣,埔心鄉,埔心村,10007150002
68000-06,桃園市,大溪區,一德里,68000030004
63000-02,臺北市,南港區,三重里,63000090004
10013-04,屏東縣,萬丹鄉,萬全村,10013050003
68000-06,桃園市,大溪區,月眉里,68000030005
63000-02,臺北市,南港區,東新里,63000090005
10013-04,屏東縣,萬丹鄉,萬後村,10013050004
63000-02,臺北市,南港區,新光里,63000090006
10013-04,屏東縣,萬丹鄉,萬生村,10013050005
10013-04,屏東縣,萬丹鄉,寶厝村,10013050006
10007-05,彰化縣,埔心鄉,瓦南村,10007150007
68000-06,桃園市,大溪區,興和里,68000030001
10007-05,彰化縣,埔心鄉,太平村,10007150008
10007-05,彰化縣,埔心鄉,經口村,10007150009
10013-04,屏東縣,萬丹鄉,萬安村,10013050001
10013-04,屏東縣,萬丹鄉,萬惠村,10013050002
10007-05,彰化縣,埔心鄉,義民村,10007150003
10007-05,彰化縣,埔心鄉,油車村,10007150004
68000-06,桃園市,大溪區,永福里,68000030006
10007-05,彰化縣,埔心鄉,瓦北村,10007150005
68000-06,桃園市,大溪區,美華里,68000030007
10007-05,彰化縣,埔心鄉,瓦中村,10007150006
67000-02,臺南市,學甲區,中洲里,67000130013
68000-06,桃園市,大溪區,福安里,68000030008
10013-04,屏東縣,萬丹鄉,四維村,10013050007
68000-06,桃園市,大溪區,復興里,68000030009
10013-04,屏東縣,萬丹鄉,竹林村,10013050008
65000-10,新北市,雙溪區,外柑里,65000250010
10013-04,屏東縣,萬丹鄉,廣安村,10013050009
65000-10,新北市,雙溪區,長源里,65000250011
65000-10,新北市,雙溪區,泰平里,65000250012
67000-02,臺南市,學甲區,新達里,67000130010
67000-02,臺南市,學甲區,大灣里,67000130011
67000-02,臺南市,學甲區,三慶里,67000130012
68000-02,桃園市,龜山區,楓樹里,68000070001
66000-14,臺中市,東勢區,福隆里,66000100010
68000-02,桃園市,龜山區,山頂里,68000070006
68000-02,桃園市,龜山區,陸光里,68000070007
68000-02,桃園市,龜山區,精忠里,68000070008
66000-14,臺中市,東勢區,下城里,66000100015
68000-02,桃園市,龜山區,公西里,68000070009
66000-14,臺中市,東勢區,慶東里,66000100016
68000-02,桃園市,龜山區,龜山里,68000070002
66000-14,臺中市,東勢區,慶福里,66000100017
68000-02,桃園市,龜山區,兔坑里,68000070003
66000-14,臺中市,東勢區,東新里,66000100018
68000-02,桃園市,龜山區,大同里,68000070004
66000-14,臺中市,東勢區,隆興里,66000100011
68000-02,桃園市,龜山區,山福里,68000070005
66000-14,臺中市,東勢區,新盛里,66000100012
66000-14,臺中市,東勢區,詒福里,66000100013
66000-14,臺中市,東勢區,上城里,66000100014
65000-10,新北市,雙溪區,雙溪里,65000250001
65000-10,新北市,雙溪區,共和里,65000250002
66000-14,臺中市,東勢區,粵寧里,66000100019
65000-10,新北市,雙溪區,三貂里,65000250007
65000-10,新北市,雙溪區,平林里,65000250008
65000-10,新北市,雙溪區,上林里,65000250009
65000-10,新北市,雙溪區,新基里,65000250003
65000-10,新北市,雙溪區,魚行里,65000250004
65000-10,新北市,雙溪區,三港里,65000250005
65000-10,新北市,雙溪區,牡丹里,65000250006
10007-05,彰化縣,埔心鄉,埤脚村,10007150020
66000-14,臺中市,東勢區,南平里,66000100004
66000-14,臺中市,東勢區,延平里,66000100005
66000-14,臺中市,東勢區,上新里,66000100006
66000-14,臺中市,東勢區,廣興里,66000100007
66000-14,臺中市,東勢區,北興里,66000100001
66000-14,臺中市,東勢區,中寧里,66000100002
66000-14,臺中市,東勢區,東安里,66000100003
66000-14,臺中市,東勢區,泰昌里,66000100008
66000-14,臺中市,東勢區,中嵙里,66000100009
66000-05,臺中市,神岡區,豐洲里,66000160010
66000-05,臺中市,神岡區,神洲里,66000160011
66000-05,臺中市,神岡區,溪洲里,66000160012
68000-07,桃園市,中壢區,興仁里,68000020020
65000-10,新北市,瑞芳區,新峰里,65000120034
66000-05,臺中市,神岡區,圳前里,66000160013
66000-05,臺中市,神岡區,新庄里,66000160014
68000-07,桃園市,中壢區,新興里,68000020025
66000-05,臺中市,神岡區,圳堵里,66000160015
68000-07,桃園市,中壢區,中原里,68000020026
65000-10,新北市,瑞芳區,瑞濱里,65000120030
66000-05,臺中市,神岡區,山皮里,66000160016
68000-07,桃園市,中壢區,內定里,68000020027
65000-10,新北市,瑞芳區,深澳里,65000120031
68000-07,桃園市,中壢區,中壢里,68000020028
65000-10,新北市,瑞芳區,南雅里,65000120032
68000-07,桃園市,中壢區,東興里,68000020021
65000-10,新北市,瑞芳區,鼻頭里,65000120033
68000-07,桃園市,中壢區,洽溪里,68000020022
68000-07,桃園市,中壢區,篤行里,68000020023
64000-11,高雄市,林園區,港嘴里,64000130010
68000-07,桃園市,中壢區,新明里,68000020024
64000-11,高雄市,林園區,北汕里,64000130011
64000-11,高雄市,林園區,林內里,64000130012
64000-11,高雄市,林園區,王公里,64000130013
68000-07,桃園市,中壢區,龍岡里,68000020029
64000-11,高雄市,林園區,東汕里,64000130018
64000-11,高雄市,林園區,西汕里,64000130019
64000-11,高雄市,林園區,林家里,64000130014
64000-11,高雄市,林園區,龔厝里,64000130015
64000-11,高雄市,林園區,鳳芸里,64000130016
64000-11,高雄市,林園區,中芸里,64000130017
66000-05,臺中市,神岡區,神岡里,66000160001
66000-05,臺中市,神岡區,社南里,66000160006
66000-05,臺中市,神岡區,三角里,66000160007
66000-05,臺中市,神岡區,岸裡里,66000160008
66000-05,臺中市,神岡區,大社里,66000160009
66000-05,臺中市,神岡區,庄前里,66000160002
66000-05,臺中市,神岡區,北庄里,66000160003
68000-07,桃園市,中壢區,新街里,68000020014
66000-05,臺中市,神岡區,庄後里,66000160004
68000-07,桃園市,中壢區,中央里,68000020015
66000-05,臺中市,神岡區,社口里,66000160005
68000-07,桃園市,中壢區,普仁里,68000020016
68000-07,桃園市,中壢區,普義里,68000020017
68000-07,桃園市,中壢區,中堅里,68000020010
68000-07,桃園市,中壢區,龍興里,68000020011
68000-07,桃園市,中壢區,仁美里,68000020012
68000-07,桃園市,中壢區,仁愛里,68000020013
64000-01,高雄市,茂林區,茂林里,64000360001
64000-11,高雄市,林園區,東林里,64000130001
64000-11,高雄市,林園區,林園里,64000130002
68000-07,桃園市,中壢區,忠義里,68000020018
68000-07,桃園市,中壢區,中正里,68000020019
64000-11,高雄市,林園區,頂厝里,64000130007
64000-01,高雄市,六龜區,寶來里,64000320010
64000-11,高雄市,林園區,港埔里,64000130008
64000-01,高雄市,六龜區,文武里,64000320011
64000-11,高雄市,林園區,西溪里,64000130009
64000-01,高雄市,茂林區,萬山里,64000360002
64000-01,高雄市,六龜區,大津里,64000320012
64000-01,高雄市,茂林區,多納里,64000360003
64000-11,高雄市,林園區,溪州里,64000130003
64000-11,高雄市,林園區,潭頭里,64000130004
64000-11,高雄市,林園區,中厝里,64000130005
64000-11,高雄市,林園區,中門里,64000130006
68000-07,桃園市,中壢區,中建里,68000020040
67000-02,臺南市,學甲區,新榮里,67000130002
68000-07,桃園市,中壢區,興南里,68000020041
67000-02,臺南市,學甲區,光華里,67000130003
68000-07,桃園市,中壢區,後寮里,68000020042
67000-02,臺南市,學甲區,宅港里,67000130004
67000-02,臺南市,學甲區,慈福里,67000130005
68000-07,桃園市,中壢區,月眉里,68000020047
67000-02,臺南市,學甲區,仁得里,67000130001
68000-07,桃園市,中壢區,三民里,68000020048
68000-07,桃園市,中壢區,山東里,68000020049
68000-07,桃園市,中壢區,過嶺里,68000020043
68000-07,桃園市,中壢區,五權里,68000020044
67000-02,臺南市,學甲區,秀昌里,67000130006
68000-07,桃園市,中壢區,舊明里,68000020045
67000-02,臺南市,學甲區,明宜里,67000130007
68000-07,桃園市,中壢區,芝芭里,68000020046
67000-02,臺南市,學甲區,豐和里,67000130008
67000-02,臺南市,學甲區,平和里,67000130009
64000-01,高雄市,六龜區,新興里,64000320002
64000-01,高雄市,六龜區,新寮里,64000320003
64000-01,高雄市,六龜區,新發里,64000320004
64000-01,高雄市,六龜區,荖濃里,64000320005
10010-03,嘉義縣,大林鎮,大糖里,10010040010
10010-03,嘉義縣,大林鎮,大美里,10010040011
10010-03,嘉義縣,大林鎮,過溪里,10010040012
64000-01,高雄市,六龜區,新威里,64000320001
10010-03,嘉義縣,大林鎮,中坑里,10010040013
64000-01,高雄市,六龜區,六龜里,64000320006
10010-03,嘉義縣,大林鎮,義和里,10010040018
64000-01,高雄市,六龜區,義寶里,64000320007
10010-03,嘉義縣,大林鎮,內林里,10010040019
64000-01,高雄市,六龜區,興龍里,64000320008
64000-01,高雄市,六龜區,中興里,64000320009
68000-07,桃園市,中壢區,仁祥里,68000020030
10010-03,嘉義縣,大林鎮,上林里,10010040014
68000-07,桃園市,中壢區,水尾里,68000020031
10010-03,嘉義縣,大林鎮,中林里,10010040015
10010-03,嘉義縣,大林鎮,三和里,10010040016
10010-03,嘉義縣,大林鎮,溝背里,10010040017
68000-07,桃園市,中壢區,忠福里,68000020036
68000-07,桃園市,中壢區,信義里,68000020037
68000-07,桃園市,中壢區,石頭里,68000020038
68000-07,桃園市,中壢區,龍東里,68000020039
68000-07,桃園市,中壢區,青埔里,68000020032
68000-07,桃園市,中壢區,復興里,68000020033
68000-07,桃園市,中壢區,文化里,68000020034
64000-11,高雄市,林園區,文賢里,64000130021
68000-07,桃園市,中壢區,興國里,68000020035
64000-11,高雄市,林園區,廣應里,64000130022
64000-11,高雄市,林園區,五福里,64000130023
64000-11,高雄市,林園區,中汕里,64000130024
64000-11,高雄市,林園區,仁愛里,64000130020
10013-05,屏東縣,崁頂鄉,崁頂村,10013180001
10013-05,屏東縣,崁頂鄉,園寮村,10013180002
10013-05,屏東縣,崁頂鄉,圍內村,10013180003
10010-03,嘉義縣,大林鎮,東林里,10010040001
10013-05,屏東縣,崁頂鄉,力社村,10013180004
10010-03,嘉義縣,大林鎮,西林里,10010040002
10010-03,嘉義縣,大林鎮,排路里,10010040007
10010-03,嘉義縣,大林鎮,西結里,10010040008
10010-03,嘉義縣,大林鎮,湖北里,10010040009
10013-05,屏東縣,崁頂鄉,洲子村,10013180005
10010-03,嘉義縣,大林鎮,吉林里,10010040003
10013-05,屏東縣,崁頂鄉,北勢村,10013180006
10010-03,嘉義縣,大林鎮,平林里,10010040004
10013-05,屏東縣,崁頂鄉,越溪村,10013180007
10010-03,嘉義縣,大林鎮,明華里,10010040005
10013-05,屏東縣,崁頂鄉,港東村,10013180008
10010-03,嘉義縣,大林鎮,明和里,10010040006
67000-04,臺南市,左鎮區,二寮里,67000260010
09007-02,連江縣,北竿鄉,橋仔村,09007020003
09007-02,連江縣,北竿鄉,芹壁村,09007020004
09007-02,連江縣,北竿鄉,坂里村,09007020005
09007-02,連江縣,北竿鄉,白沙村,09007020006
09007-02,連江縣,北竿鄉,塘岐村,09007020001
09007-02,連江縣,北竿鄉,后沃村,09007020002
10007-08,彰化縣,竹塘鄉,竹元村,10007250001
10007-08,彰化縣,竹塘鄉,竹塘村,10007250002
67000-04,臺南市,左鎮區,光和里,67000260001
10007-08,彰化縣,竹塘鄉,小西村,10007250003
67000-04,臺南市,左鎮區,榮和里,67000260002
67000-04,臺南市,左鎮區,左鎮里,67000260003
10007-08,彰化縣,竹塘鄉,新廣村,10007250008
10005-06,苗栗縣,大湖鄉,大南村,10005080005
10007-08,彰化縣,竹塘鄉,溪墘村,10007250009
67000-04,臺南市,左鎮區,岡林里,67000260008
10005-06,苗栗縣,大湖鄉,大寮村,10005080006
67000-04,臺南市,左鎮區,草山里,67000260009
10005-06,苗栗縣,大湖鄉,南湖村,10005080007
10005-06,苗栗縣,大湖鄉,義和村,10005080008
10007-08,彰化縣,竹塘鄉,民靖村,10007250004
10005-06,苗栗縣,大湖鄉,大湖村,10005080001
10007-08,彰化縣,竹塘鄉,五庄村,10007250005
67000-04,臺南市,左鎮區,中正里,67000260004
10005-06,苗栗縣,大湖鄉,明湖村,10005080002
10007-08,彰化縣,竹塘鄉,樹腳村,10007250006
67000-04,臺南市,左鎮區,睦光里,67000260005
10005-06,苗栗縣,大湖鄉,靜湖村,10005080003
10007-08,彰化縣,竹塘鄉,田頭村,10007250007
67000-04,臺南市,左鎮區,內庄里,67000260006
10005-06,苗栗縣,大湖鄉,富興村,10005080004
67000-04,臺南市,左鎮區,澄山里,67000260007
10013-04,屏東縣,萬丹鄉,甘棠村,10013050030
10010-03,嘉義縣,大林鎮,三村里,10010040021
10010-03,嘉義縣,大林鎮,三角里,10010040020
68000-07,桃園市,中壢區,仁德里,68000020003
68000-07,桃園市,中壢區,永興里,68000020004
68000-07,桃園市,中壢區,內壢里,68000020005
68000-07,桃園市,中壢區,成功里,68000020006
68000-07,桃園市,中壢區,龍平里,68000020001
68000-07,桃園市,中壢區,龍昌里,68000020002
10013-04,屏東縣,萬丹鄉,社中村,10013050020
68000-07,桃園市,中壢區,光明里,68000020007
68000-07,桃園市,中壢區,自立里,68000020008
68000-07,桃園市,中壢區,自強里,68000020009
10013-04,屏東縣,萬丹鄉,新鐘村,10013050025
10013-04,屏東縣,萬丹鄉,灣內村,10013050026
10013-04,屏東縣,萬丹鄉,興全村,10013050027
10013-04,屏東縣,萬丹鄉,興安村,10013050028
10013-04,屏東縣,萬丹鄉,水泉村,10013050021
10013-04,屏東縣,萬丹鄉,新庄村,10013050022
10013-04,屏東縣,萬丹鄉,香社村,10013050023
10013-04,屏東縣,萬丹鄉,後村村,10013050024
10005-01,苗栗縣,苗栗市,新川里,10005010020
10005-01,苗栗縣,苗栗市,文山里,10005010021
10013-04,屏東縣,萬丹鄉,水仙村,10013050029
68000-11,桃園市,新屋區,石磊里,68000110010
68000-11,桃園市,新屋區,下埔里,68000110011
10005-01,苗栗縣,苗栗市,嘉新里,10005010026
10005-01,苗栗縣,苗栗市,南勢里,10005010027
10005-01,苗栗縣,苗栗市,文聖里,10005010028
68000-11,桃園市,新屋區,永安里,68000110016
68000-11,桃園市,新屋區,笨港里,68000110017
10005-01,苗栗縣,苗栗市,福麗里,10005010022
68000-11,桃園市,新屋區,深圳里,68000110018
10005-01,苗栗縣,苗栗市,水源里,10005010023
68000-11,桃園市,新屋區,蚵間里,68000110019
10005-01,苗栗縣,苗栗市,新英里,10005010024
68000-11,桃園市,新屋區,下田里,68000110012
10005-01,苗栗縣,苗栗市,福安里,10005010025
68000-11,桃園市,新屋區,石牌里,68000110013
68000-11,桃園市,新屋區,赤欄里,68000110014
68000-11,桃園市,新屋區,永興里,68000110015
68000-02,桃園市,龜山區,文化里,68000070020
68000-02,桃園市,龜山區,南美里,68000070021
68000-02,桃園市,龜山區,幸福里,68000070022
68000-02,桃園市,龜山區,福源里,68000070023
68000-02,桃園市,龜山區,大華里,68000070028
68000-02,桃園市,龜山區,長庚里,68000070029
68000-02,桃園市,龜山區,龍華里,68000070024
68000-02,桃園市,龜山區,迴龍里,68000070025
10007-08,彰化縣,竹塘鄉,土庫村,10007250011
10015-02,花蓮縣,新城鄉,順安村,10015040002
68000-02,桃園市,龜山區,新嶺里,68000070026
10007-08,彰化縣,竹塘鄉,內新村,10007250012
10015-02,花蓮縣,新城鄉,康樂村,10015040003
68000-02,桃園市,龜山區,大湖里,68000070027
10007-08,彰化縣,竹塘鄉,長安村,10007250013
10015-02,花蓮縣,新城鄉,北埔村,10015040004
10005-01,苗栗縣,苗栗市,玉苗里,10005010010
65000-05,新北市,板橋區,自立里,65000010012
10007-08,彰化縣,竹塘鄉,永安村,10007250014
10015-02,花蓮縣,新城鄉,佳林村,10015040005
65000-05,新北市,板橋區,光華里,65000010013
65000-05,新北市,板橋區,國光里,65000010014
10005-05,苗栗縣,頭份市,尖山里,10005050022
65000-05,新北市,板橋區,港尾里,65000010015
10005-05,苗栗縣,頭份市,尖下里,10005050023
10007-08,彰化縣,竹塘鄉,竹林村,10007250010
10015-02,花蓮縣,新城鄉,新城村,10015040001
10005-01,苗栗縣,苗栗市,上苗里,10005010015
10005-05,苗栗縣,頭份市,廣興里,10005050024
10005-01,苗栗縣,苗栗市,北苗里,10005010016
10005-05,苗栗縣,頭份市,濫坑里,10005050025
65000-05,新北市,板橋區,中正里,65000010010
10005-01,苗栗縣,苗栗市,清華里,10005010017
68000-11,桃園市,新屋區,頭洲里,68000110005
65000-05,新北市,板橋區,自強里,65000010011
10005-01,苗栗縣,苗栗市,嘉盛里,10005010018
68000-11,桃園市,新屋區,埔頂里,68000110006
10005-01,苗栗縣,苗栗市,大同里,10005010011
10005-05,苗栗縣,頭份市,上興里,10005050020
68000-11,桃園市,新屋區,九斗里,68000110007
10015-02,花蓮縣,新城鄉,嘉里村,10015040006
10005-01,苗栗縣,苗栗市,新苗里,10005010012
10005-05,苗栗縣,頭份市,下興里,10005050021
68000-11,桃園市,新屋區,社子里,68000110008
10015-02,花蓮縣,新城鄉,嘉新村,10015040007
10005-01,苗栗縣,苗栗市,勝利里,10005010013
68000-11,桃園市,新屋區,新屋里,68000110001
10015-02,花蓮縣,新城鄉,大漢村,10015040008
10005-01,苗栗縣,苗栗市,恭敬里,10005010014
68000-11,桃園市,新屋區,新生里,68000110002
65000-05,新北市,板橋區,金華里,65000010016
10015-02,花蓮縣,新城鄉,新秀村,10015040009
68000-11,桃園市,新屋區,後湖里,68000110003
65000-05,新北市,板橋區,港德里,65000010017
68000-11,桃園市,新屋區,清華里,68000110004
65000-05,新北市,板橋區,民權里,65000010018
10005-05,苗栗縣,頭份市,民權里,10005050026
65000-05,新北市,板橋區,建國里,65000010019
10005-05,苗栗縣,頭份市,民生里,10005050027
10005-01,苗栗縣,苗栗市,福星里,10005010019
10005-05,苗栗縣,頭份市,建國里,10005050028
68000-02,桃園市,龜山區,樂善里,68000070010
10005-05,苗栗縣,頭份市,成功里,10005050029
68000-02,桃園市,龜山區,南上里,68000070011
68000-11,桃園市,新屋區,東明里,68000110009
68000-02,桃園市,龜山區,大坑里,68000070012
68000-02,桃園市,龜山區,龍壽里,68000070017
68000-02,桃園市,龜山區,舊路里,68000070018
68000-02,桃園市,龜山區,大崗里,68000070019
68000-02,桃園市,龜山區,中興里,68000070013
68000-02,桃園市,龜山區,山德里,68000070014
68000-02,桃園市,龜山區,新路里,68000070015
68000-02,桃園市,龜山區,嶺頂里,68000070016
65000-05,新北市,板橋區,留侯里,65000010001
65000-05,新北市,板橋區,流芳里,65000010002
65000-05,新北市,板橋區,赤松里,65000010003
10005-05,苗栗縣,頭份市,信義里,10005050011
65000-05,新北市,板橋區,黃石里,65000010004
10005-05,苗栗縣,頭份市,和平里,10005050012
10005-05,苗栗縣,頭份市,民族里,10005050013
10005-05,苗栗縣,頭份市,東庄里,10005050014
65000-05,新北市,板橋區,香社里,65000010009
10005-05,苗栗縣,頭份市,仁愛里,10005050010
10017-04,基隆市,中山區,中和里,10017050021
10005-05,苗栗縣,頭份市,蘆竹里,10005050019
10017-04,基隆市,中山區,德安里,10017050022
65000-05,新北市,板橋區,挹秀里,65000010005
10017-04,基隆市,中山區,和平里,10017050023
65000-05,新北市,板橋區,湳興里,65000010006
10017-04,基隆市,中山區,和慶里,10017050024
65000-05,新北市,板橋區,新興里,65000010007
10005-05,苗栗縣,頭份市,後庄里,10005050015
65000-05,新北市,板橋區,社後里,65000010008
10005-05,苗栗縣,頭份市,山下里,10005050016
10005-05,苗栗縣,頭份市,蟠桃里,10005050017
10017-04,基隆市,中山區,德和里,10017050020
