zone,city,area,village
10007-02,彰化縣,福興鄉,同安村
10007-02,彰化縣,福興鄉,西勢村
10007-02,彰化縣,秀水鄉,秀水村
10007-02,彰化縣,秀水鄉,安溪村
10007-02,彰化縣,秀水鄉,莊雅村
10007-02,彰化縣,秀水鄉,金興村
10007-02,彰化縣,秀水鄉,陝西村
10007-02,彰化縣,秀水鄉,安東村
10007-02,彰化縣,秀水鄉,鶴鳴村
10007-02,彰化縣,秀水鄉,馬興村
10007-02,彰化縣,秀水鄉,義興村
10007-02,彰化縣,秀水鄉,福安村
10007-02,彰化縣,秀水鄉,埔崙村
10007-02,彰化縣,秀水鄉,曾厝村
10007-02,彰化縣,秀水鄉,金陵村
10007-02,彰化縣,秀水鄉,下崙村
10007-01,彰化縣,花壇鄉,花壇村
10007-01,彰化縣,花壇鄉,金墩村
10007-01,彰化縣,花壇鄉,中庄村
10007-01,彰化縣,花壇鄉,劉厝村
10007-01,彰化縣,花壇鄉,崙雅村
10007-01,彰化縣,花壇鄉,南口村
10007-01,彰化縣,花壇鄉,中口村
10007-01,彰化縣,花壇鄉,北口村
10007-01,彰化縣,花壇鄉,長沙村
10007-01,彰化縣,花壇鄉,文德村
10007-01,彰化縣,花壇鄉,白沙村
10007-01,彰化縣,花壇鄉,岩竹村
10007-01,彰化縣,花壇鄉,橋頭村
10007-01,彰化縣,花壇鄉,灣雅村
10007-01,彰化縣,花壇鄉,灣東村
10007-01,彰化縣,花壇鄉,三春村
10007-01,彰化縣,花壇鄉,永春村
10007-01,彰化縣,花壇鄉,長春村
10007-01,彰化縣,芬園鄉,舊社村
10007-01,彰化縣,芬園鄉,大埔村
10007-01,彰化縣,芬園鄉,竹林村
10007-01,彰化縣,芬園鄉,社口村
10007-01,彰化縣,芬園鄉,茄荖村
10007-01,彰化縣,芬園鄉,嘉興村
10007-01,彰化縣,芬園鄉,芬園村
10007-01,彰化縣,芬園鄉,縣庄村
10007-01,彰化縣,芬園鄉,圳墘村
10007-01,彰化縣,芬園鄉,溪頭村
10007-01,彰化縣,芬園鄉,進芬村
10007-01,彰化縣,芬園鄉,同安村
10007-01,彰化縣,芬園鄉,中崙村
10007-01,彰化縣,芬園鄉,大竹村
10007-01,彰化縣,芬園鄉,楓坑村
10007-04,彰化縣,員林鎮,東和里
10007-04,彰化縣,員林鎮,民生里
10007-04,彰化縣,員林鎮,中正里
10007-04,彰化縣,員林鎮,仁美里
10007-04,彰化縣,員林鎮,新興里
10007-04,彰化縣,員林鎮,和平里
10007-04,彰化縣,員林鎮,光明里
10007-04,彰化縣,員林鎮,中山里
10007-04,彰化縣,員林鎮,黎明里
10007-04,彰化縣,員林鎮,惠來里
10007-04,彰化縣,員林鎮,三義里
10007-04,彰化縣,員林鎮,新生里
10007-04,彰化縣,員林鎮,南平里
10007-04,彰化縣,員林鎮,南興里
10007-04,彰化縣,員林鎮,源潭里
10007-04,彰化縣,員林鎮,大埔里
10007-04,彰化縣,員林鎮,三條里
10007-04,彰化縣,員林鎮,三和里
10007-04,彰化縣,員林鎮,三橋里
10007-04,彰化縣,員林鎮,中央里
10007-04,彰化縣,員林鎮,溝皂里
10007-04,彰化縣,員林鎮,大饒里
10007-04,彰化縣,員林鎮,大明里
10007-04,彰化縣,員林鎮,萬年里
10007-04,彰化縣,員林鎮,崙雅里
10007-04,彰化縣,員林鎮,振興里
10007-04,彰化縣,員林鎮,林厝里
10007-04,彰化縣,員林鎮,出水里
10007-04,彰化縣,員林鎮,湖水里
10007-04,彰化縣,員林鎮,大?里
10007-04,彰化縣,員林鎮,鎮興里
10007-04,彰化縣,員林鎮,浮圳里
10007-04,彰化縣,員林鎮,西東里
10007-04,彰化縣,員林鎮,南東里
10007-04,彰化縣,員林鎮,中東里
10007-04,彰化縣,員林鎮,東北里
10007-04,彰化縣,員林鎮,三愛里
10007-04,彰化縣,員林鎮,三信里
10007-04,彰化縣,員林鎮,三多里
10007-04,彰化縣,員林鎮,仁愛里
10007-04,彰化縣,員林鎮,忠孝里
10007-05,彰化縣,溪湖鎮,光平里
10007-05,彰化縣,溪湖鎮,平和里
10007-05,彰化縣,溪湖鎮,太平里
10007-05,彰化縣,溪湖鎮,光華里
10007-05,彰化縣,溪湖鎮,東寮里
10007-05,彰化縣,溪湖鎮,西寮里
10007-05,彰化縣,溪湖鎮,大突里
10007-05,彰化縣,溪湖鎮,北勢里
10007-05,彰化縣,溪湖鎮,汴頭里
10007-05,彰化縣,溪湖鎮,大竹里
10007-05,彰化縣,溪湖鎮,湖西里
10007-05,彰化縣,溪湖鎮,田中里
10007-05,彰化縣,溪湖鎮,河東里
10007-05,彰化縣,溪湖鎮,中山里
10007-05,彰化縣,溪湖鎮,中竹里
10007-05,彰化縣,溪湖鎮,東溪里
10007-05,彰化縣,溪湖鎮,西溪里
10007-05,彰化縣,溪湖鎮,湖東里
10007-05,彰化縣,溪湖鎮,頂庄里
10007-05,彰化縣,溪湖鎮,忠覺里
10007-05,彰化縣,溪湖鎮,湳底里
10007-05,彰化縣,溪湖鎮,大庭里
10007-05,彰化縣,溪湖鎮,媽厝里
10007-05,彰化縣,溪湖鎮,西勢里
10007-05,彰化縣,溪湖鎮,番婆里
10007-06,彰化縣,田中鎮,香山里
10007-06,彰化縣,田中鎮,碧峰里
10007-06,彰化縣,田中鎮,東源里
10007-06,彰化縣,田中鎮,復興里
10007-06,彰化縣,田中鎮,平和里
10007-06,彰化縣,田中鎮,北路里
10007-06,彰化縣,田中鎮,西路里
10007-06,彰化縣,田中鎮,東路里
10007-06,彰化縣,田中鎮,南路里
10007-06,彰化縣,田中鎮,中路里
10007-06,彰化縣,田中鎮,新庄里
10007-06,彰化縣,田中鎮,三安里
10007-06,彰化縣,田中鎮,大崙里
10007-06,彰化縣,田中鎮,沙崙里
10007-06,彰化縣,田中鎮,新民里
10007-06,彰化縣,田中鎮,梅州里
10007-06,彰化縣,田中鎮,三民里
10007-06,彰化縣,田中鎮,三光里
10007-04,彰化縣,大村鄉,大村村
10007-04,彰化縣,大村鄉,茄苳村
10007-04,彰化縣,大村鄉,南勢村
10007-04,彰化縣,大村鄉,田洋村
10007-04,彰化縣,大村鄉,新興村
10007-04,彰化縣,大村鄉,過溝村
10007-04,彰化縣,大村鄉,美港村
10007-04,彰化縣,大村鄉,平和村
10007-04,彰化縣,大村鄉,貢旗村
10007-04,彰化縣,大村鄉,加錫村
10007-04,彰化縣,大村鄉,村上村
10007-04,彰化縣,大村鄉,大橋村
10007-04,彰化縣,大村鄉,大崙村
10007-04,彰化縣,大村鄉,擺塘村
10007-04,彰化縣,大村鄉,黃厝村
10007-04,彰化縣,大村鄉,福興村
10007-05,彰化縣,埔鹽鄉,埔鹽村
10007-05,彰化縣,埔鹽鄉,埔南村
10007-05,彰化縣,埔鹽鄉,?子村
10007-05,彰化縣,埔鹽鄉,出水村
10007-05,彰化縣,埔鹽鄉,南港村
10007-05,彰化縣,埔鹽鄉,打廉村
10007-05,彰化縣,埔鹽鄉,豐澤村
10007-05,彰化縣,埔鹽鄉,崑崙村
10007-05,彰化縣,埔心鄉,瓦中村
10007-05,彰化縣,埔心鄉,瓦南村
10007-05,彰化縣,埔心鄉,太平村
10007-05,彰化縣,埔心鄉,經口村
10007-05,彰化縣,埔心鄉,大華村
10007-05,彰化縣,埔心鄉,仁里村
10007-05,彰化縣,埔心鄉,舊?村
10007-05,彰化縣,埔心鄉,南?村
10007-05,彰化縣,埔心鄉,新?村
10007-05,彰化縣,埔心鄉,羅厝村
10007-05,彰化縣,埔心鄉,芎蕉村
10007-05,彰化縣,埔心鄉,二重村
10007-05,彰化縣,埔心鄉,梧鳳村
10007-05,彰化縣,埔心鄉,埤霞村
10007-05,彰化縣,埔心鄉,埤?村
10007-04,彰化縣,永靖鄉,永東村
10007-04,彰化縣,永靖鄉,永西村
10007-04,彰化縣,永靖鄉,永南村
10007-04,彰化縣,永靖鄉,永北村
10007-04,彰化縣,永靖鄉,港西村
10007-04,彰化縣,永靖鄉,五福村
10007-04,彰化縣,永靖鄉,湳港村
10007-04,彰化縣,永靖鄉,新莊村
10007-04,彰化縣,永靖鄉,瑚璉村
10007-04,彰化縣,永靖鄉,五汴村
10007-04,彰化縣,永靖鄉,浮圳村
10007-04,彰化縣,永靖鄉,光雲村
10007-04,彰化縣,永靖鄉,東寧村
10007-04,彰化縣,永靖鄉,永興村
10007-04,彰化縣,永靖鄉,崙子村
10007-04,彰化縣,永靖鄉,獨鰲村
10007-04,彰化縣,永靖鄉,敦厚村
10007-04,彰化縣,永靖鄉,崙美村
10007-04,彰化縣,永靖鄉,同安村
10007-04,彰化縣,永靖鄉,同仁村
10007-04,彰化縣,永靖鄉,湳墘村
10007-04,彰化縣,永靖鄉,四芳村
10007-04,彰化縣,永靖鄉,福興村
10007-04,彰化縣,永靖鄉,竹子村
10007-06,彰化縣,社頭鄉,社頭村
10007-06,彰化縣,社頭鄉,東興村
10007-06,彰化縣,社頭鄉,山湖村
10007-06,彰化縣,社頭鄉,廣興村
10007-06,彰化縣,社頭鄉,廣福村
10007-06,彰化縣,社頭鄉,朝興村
10007-06,彰化縣,社頭鄉,仁雅村
10007-06,彰化縣,社頭鄉,橋頭村
10007-06,彰化縣,社頭鄉,仁和村
10007-06,彰化縣,社頭鄉,崙雅村
10007-06,彰化縣,社頭鄉,湳底村
10007-06,彰化縣,社頭鄉,泰安村
10007-06,彰化縣,社頭鄉,新厝村
10007-06,彰化縣,社頭鄉,平和村
10007-06,彰化縣,社頭鄉,張厝村
10007-06,彰化縣,社頭鄉,龍井村
10007-06,彰化縣,社頭鄉,舊社村
10007-06,彰化縣,社頭鄉,埤斗村
10007-06,彰化縣,社頭鄉,湳雅村
10007-06,彰化縣,社頭鄉,松竹村
10007-06,彰化縣,社頭鄉,清水村
10007-06,彰化縣,社頭鄉,協和村
10007-06,彰化縣,二水鄉,合和村
10007-06,彰化縣,二水鄉,上豊村
10007-06,彰化縣,二水鄉,過圳村
10007-06,彰化縣,二水鄉,五伯村
10007-06,彰化縣,二水鄉,光化村
10007-06,彰化縣,二水鄉,文化村
10007-06,彰化縣,二水鄉,二水村
10007-06,彰化縣,二水鄉,聖化村
10007-06,彰化縣,二水鄉,裕民村
10007-06,彰化縣,二水鄉,惠民村
10007-06,彰化縣,二水鄉,大園村
10007-08,彰化縣,二林鎮,香田里
10007-08,彰化縣,二林鎮,外竹里
10007-08,彰化縣,二林鎮,興華里
10007-08,彰化縣,二林鎮,東興里
10007-08,彰化縣,二林鎮,後厝里
10007-08,彰化縣,二林鎮,豐田里
10007-08,彰化縣,二林鎮,頂厝里
10007-08,彰化縣,二林鎮,趙甲里
10007-08,彰化縣,二林鎮,振興里
10007-08,彰化縣,二林鎮,萬興里
10007-08,彰化縣,二林鎮,永興里
10007-08,彰化縣,二林鎮,西庄里
10007-08,彰化縣,二林鎮,梅芳里
10007-08,彰化縣,二林鎮,華崙里
10007-08,彰化縣,二林鎮,東勢里
10007-08,彰化縣,二林鎮,萬合里
10007-08,彰化縣,二林鎮,大永里
10007-08,彰化縣,二林鎮,原斗里
10007-08,彰化縣,二林鎮,西斗里
10007-08,彰化縣,二林鎮,東華里
10007-08,彰化縣,二林鎮,復豐里
10007-07,彰化縣,田尾鄉,田尾村
10007-07,彰化縣,田尾鄉,豐田村
10007-07,彰化縣,田尾鄉,饒平村
10007-07,彰化縣,田尾鄉,睦宜村
10007-07,彰化縣,田尾鄉,福田村
10007-07,彰化縣,田尾鄉,新興村
10007-07,彰化縣,田尾鄉,北鎮村
10007-07,彰化縣,田尾鄉,南鎮村
10007-07,彰化縣,田尾鄉,新生村
10007-07,彰化縣,田尾鄉,南曾村
10007-07,彰化縣,田尾鄉,北曾村
10007-07,彰化縣,田尾鄉,溪畔村
10007-07,彰化縣,田尾鄉,打簾村
10007-07,彰化縣,田尾鄉,柳鳳村
10007-07,彰化縣,田尾鄉,陸豐村
10007-07,彰化縣,田尾鄉,海豐村
10007-07,彰化縣,田尾鄉,仁里村
10007-07,彰化縣,田尾鄉,新厝村
10007-07,彰化縣,田尾鄉,溪頂村
10007-07,彰化縣,田尾鄉,正義村
10007-07,彰化縣,埤頭鄉,和豊村
10007-07,彰化縣,埤頭鄉,興農村
10007-07,彰化縣,埤頭鄉,埤頭村
10007-07,彰化縣,埤頭鄉,豊崙村
10007-07,彰化縣,埤頭鄉,崙子村
10007-07,彰化縣,埤頭鄉,永豊村
10007-07,彰化縣,埤頭鄉,合興村
10007-07,彰化縣,埤頭鄉,平原村
10007-07,彰化縣,埤頭鄉,崙腳村
10007-07,彰化縣,埤頭鄉,元埔村
10007-07,彰化縣,埤頭鄉,芙朝村
10007-07,彰化縣,埤頭鄉,新庄村
10007-07,彰化縣,埤頭鄉,陸嘉村
10007-07,彰化縣,埤頭鄉,竹圍村
10007-07,彰化縣,埤頭鄉,中和村
10007-07,彰化縣,埤頭鄉,庄內村
10007-07,彰化縣,埤頭鄉,大湖村
10007-08,彰化縣,芳苑鄉,芳苑村
10007-08,彰化縣,芳苑鄉,芳中村
10007-08,彰化縣,芳苑鄉,仁愛村
10007-08,彰化縣,芳苑鄉,信義村
10007-08,彰化縣,芳苑鄉,後寮村
10007-08,彰化縣,芳苑鄉,三合村
10007-08,彰化縣,芳苑鄉,永興村
10007-08,彰化縣,芳苑鄉,五俊村
10007-08,彰化縣,芳苑鄉,路上村
10007-08,彰化縣,芳苑鄉,路平村
10007-08,彰化縣,芳苑鄉,三成村
10007-08,彰化縣,芳苑鄉,福榮村
10007-08,彰化縣,芳苑鄉,頂?村
10007-08,彰化縣,芳苑鄉,新街村
10007-08,彰化縣,芳苑鄉,王功村
10007-08,彰化縣,芳苑鄉,博愛村
10007-08,彰化縣,芳苑鄉,和平村
10007-08,彰化縣,芳苑鄉,民生村
10007-08,彰化縣,芳苑鄉,興仁村
10007-08,彰化縣,芳苑鄉,新寶村
10007-08,彰化縣,芳苑鄉,草湖村
10007-08,彰化縣,芳苑鄉,文津村
10007-08,彰化縣,芳苑鄉,建平村
10007-08,彰化縣,芳苑鄉,崙腳村
10007-08,彰化縣,芳苑鄉,新生村
10007-08,彰化縣,芳苑鄉,漢寶村
10007-08,彰化縣,大城鄉,潭墘村
10007-08,彰化縣,大城鄉,上山村
10007-08,彰化縣,大城鄉,東城村
10007-08,彰化縣,大城鄉,西城村
10007-08,彰化縣,大城鄉,大城村
10007-08,彰化縣,大城鄉,菜寮村
10007-08,彰化縣,大城鄉,山腳村
10007-08,彰化縣,大城鄉,永和村
10007-08,彰化縣,大城鄉,頂庄村
10007-08,彰化縣,大城鄉,公館村
10007-08,彰化縣,大城鄉,臺西村
10007-08,彰化縣,大城鄉,東港村
10007-08,彰化縣,大城鄉,西港村
10007-08,彰化縣,大城鄉,豐美村
10007-08,彰化縣,大城鄉,三豐村
10007-08,彰化縣,竹塘鄉,竹元村
10007-08,彰化縣,竹塘鄉,竹塘村
10007-08,彰化縣,竹塘鄉,小西村
10007-08,彰化縣,竹塘鄉,民靖村
10007-08,彰化縣,竹塘鄉,五庄村
10007-08,彰化縣,竹塘鄉,樹腳村
10007-08,彰化縣,竹塘鄉,田頭村
10007-08,彰化縣,竹塘鄉,新廣村
10007-08,彰化縣,竹塘鄉,溪墘村
10007-08,彰化縣,竹塘鄉,竹林村
10007-08,彰化縣,竹塘鄉,土庫村
10007-08,彰化縣,竹塘鄉,內新村
10007-08,彰化縣,竹塘鄉,長安村
10007-08,彰化縣,竹塘鄉,永安村
10007-07,彰化縣,溪州鄉,溪厝村
10007-07,彰化縣,溪州鄉,舊眉村
10007-07,彰化縣,溪州鄉,柑園村
10007-07,彰化縣,溪州鄉,水尾村
10007-07,彰化縣,溪州鄉,坑厝村
10007-07,彰化縣,溪州鄉,圳寮村
10007-07,彰化縣,溪州鄉,潮洋村
10007-07,彰化縣,溪州鄉,瓦厝村
10007-07,彰化縣,溪州鄉,西畔村
10007-07,彰化縣,溪州鄉,張厝村
10007-07,彰化縣,溪州鄉,溪州村
10007-07,彰化縣,溪州鄉,成功村
10007-07,彰化縣,溪州鄉,菜公村
10007-07,彰化縣,溪州鄉,尾厝村
10007-07,彰化縣,溪州鄉,大庄村
10007-07,彰化縣,溪州鄉,三圳村
10007-07,彰化縣,溪州鄉,東州村
10007-07,彰化縣,溪州鄉,榮光村
10007-07,彰化縣,溪州鄉,三條村
10008-01,南投縣,南投市,龍泉里
10008-01,南投縣,南投市,康壽里
10008-01,南投縣,南投市,三民里
10008-01,南投縣,南投市,仁和里
10008-01,南投縣,南投市,南投里
10008-01,南投縣,南投市,彰仁里
10008-01,南投縣,南投市,崇文里
10008-01,南投縣,南投市,漳興里
10008-01,南投縣,南投市,漳和里
10008-01,南投縣,南投市,軍功里
10008-01,南投縣,南投市,東山里
10008-01,南投縣,南投市,平和里
10008-01,南投縣,南投市,振興里
10008-01,南投縣,南投市,千秋里
10008-01,南投縣,南投市,三興里
10008-01,南投縣,南投市,三和里
10008-01,南投縣,南投市,嘉興里
10008-01,南投縣,南投市,嘉和里
10008-01,南投縣,南投市,福山里
10008-01,南投縣,南投市,永興里
10008-01,南投縣,南投市,鳳鳴里
10008-01,南投縣,南投市,鳳山里
10008-01,南投縣,南投市,平山里
10008-01,南投縣,南投市,新興里
10008-01,南投縣,南投市,永豐里
10008-01,南投縣,南投市,福興里
10008-01,南投縣,南投市,營北里
10008-01,南投縣,南投市,營南里
10008-01,南投縣,南投市,內興里
10008-01,南投縣,南投市,內新里
10008-01,南投縣,南投市,光華里
10008-01,南投縣,南投市,光榮里
10008-01,南投縣,南投市,光明里
10008-01,南投縣,南投市,光輝里
10008-05,南投縣,埔里鎮,東門里
10008-05,南投縣,埔里鎮,南門里
10008-05,南投縣,埔里鎮,西門里
10008-05,南投縣,埔里鎮,北門里
10008-05,南投縣,埔里鎮,同聲里
10008-05,南投縣,埔里鎮,薰化里
10008-05,南投縣,埔里鎮,清新里
10008-05,南投縣,埔里鎮,大城里
10008-05,南投縣,埔里鎮,籃城里
10008-05,南投縣,埔里鎮,枇杷里
10008-05,南投縣,埔里鎮,水頭里
10008-05,南投縣,埔里鎮,麒麟里
10008-05,南投縣,埔里鎮,珠格里
10008-05,南投縣,埔里鎮,溪南里
10008-05,南投縣,埔里鎮,桃米里
10008-05,南投縣,埔里鎮,成功里
10008-05,南投縣,埔里鎮,南村里
10008-05,南投縣,埔里鎮,愛蘭里
10008-05,南投縣,埔里鎮,鐵山里
10008-05,南投縣,埔里鎮,房里里
10008-05,南投縣,埔里鎮,向善里
10008-05,南投縣,埔里鎮,一新里
10008-05,南投縣,埔里鎮,廣成里
10008-02,南投縣,草屯鎮,中原里
10008-02,南投縣,草屯鎮,南埔里
10008-02,南投縣,草屯鎮,土城里
10008-02,南投縣,草屯鎮,坪頂里
10008-02,南投縣,草屯鎮,雙冬里
10008-02,南投縣,草屯鎮,平林里
10008-02,南投縣,草屯鎮,中正里
10008-02,南投縣,草屯鎮,中山里
10008-02,南投縣,草屯鎮,明正里
10008-02,南投縣,草屯鎮,新厝里
10008-04,南投縣,竹山鎮,竹山里
10008-04,南投縣,竹山鎮,中正里
10008-04,南投縣,竹山鎮,中山里
10008-04,南投縣,竹山鎮,雲林里
10008-04,南投縣,竹山鎮,??里
10008-04,南投縣,竹山鎮,下坪里
10008-04,南投縣,竹山鎮,桂林里
10008-04,南投縣,竹山鎮,中和里
10008-04,南投縣,竹山鎮,中崎里
10008-04,南投縣,竹山鎮,德興里
10008-04,南投縣,竹山鎮,延平里
10008-04,南投縣,竹山鎮,延正里
10008-04,南投縣,竹山鎮,延山里
10008-04,南投縣,竹山鎮,延和里
10008-04,南投縣,竹山鎮,山崇里
10008-04,南投縣,竹山鎮,社寮里
10008-04,南投縣,竹山鎮,中央里
10008-04,南投縣,竹山鎮,富州里
10008-04,南投縣,竹山鎮,大鞍里
10008-04,南投縣,竹山鎮,田子里
10008-04,南投縣,竹山鎮,福興里
10008-04,南投縣,竹山鎮,鯉魚里
10008-04,南投縣,竹山鎮,瑞竹里
10008-04,南投縣,竹山鎮,坪頂里
10008-04,南投縣,竹山鎮,桶頭里
10008-04,南投縣,竹山鎮,秀林里
10008-04,南投縣,竹山鎮,延祥里
10008-04,南投縣,竹山鎮,竹圍里
10008-03,南投縣,集集鎮,集集里
10008-03,南投縣,集集鎮,和平里
10008-03,南投縣,集集鎮,林尾里
10008-03,南投縣,集集鎮,田寮里
10008-03,南投縣,集集鎮,隘寮里
10008-03,南投縣,集集鎮,玉映里
10008-03,南投縣,集集鎮,吳厝里
10008-03,南投縣,集集鎮,八張里
10008-03,南投縣,集集鎮,永昌里
10008-03,南投縣,集集鎮,富山里
10008-03,南投縣,集集鎮,廣明里
10008-01,南投縣,名間鄉,南雅村
10008-01,南投縣,名間鄉,中正村
10008-01,南投縣,名間鄉,中山村
10008-01,南投縣,名間鄉,濁水村
10008-01,南投縣,名間鄉,炭寮村
10008-01,南投縣,名間鄉,新民村
10008-01,南投縣,名間鄉,新街村
10008-01,南投縣,名間鄉,東湖村
10008-01,南投縣,名間鄉,萬丹村
10008-01,南投縣,名間鄉,田仔村
10008-01,南投縣,名間鄉,大庄村
10008-01,南投縣,名間鄉,?下村
10008-01,南投縣,名間鄉,大坑村
10008-01,南投縣,名間鄉,竹圍村
10008-01,南投縣,名間鄉,赤水村
10008-01,南投縣,名間鄉,三崙村
10008-01,南投縣,名間鄉,松山村
10008-01,南投縣,名間鄉,松柏村
10008-01,南投縣,名間鄉,埔中村
10008-01,南投縣,名間鄉,崁腳村
10008-01,南投縣,名間鄉,新厝村
10008-01,南投縣,名間鄉,新光村
10008-01,南投縣,名間鄉,仁和村
10008-04,南投縣,鹿谷鄉,鹿谷村
10008-04,南投縣,鹿谷鄉,初鄉村
10008-04,南投縣,鹿谷鄉,彰雅村
10008-04,南投縣,鹿谷鄉,廣興村
10008-04,南投縣,鹿谷鄉,內湖村
10008-04,南投縣,鹿谷鄉,竹林村
10008-04,南投縣,鹿谷鄉,竹豐村
10008-04,南投縣,鹿谷鄉,和雅村
10008-04,南投縣,鹿谷鄉,鳳凰村
10008-04,南投縣,鹿谷鄉,永隆村
10008-04,南投縣,鹿谷鄉,秀峰村
10008-04,南投縣,鹿谷鄉,清水村
10008-04,南投縣,鹿谷鄉,瑞田村
10008-02,南投縣,中寮鄉,廣興村
10008-02,南投縣,中寮鄉,崁頂村
10008-02,南投縣,中寮鄉,八仙村
10008-02,南投縣,中寮鄉,和興村
10008-02,南投縣,中寮鄉,福盛村
10008-02,南投縣,中寮鄉,永平村
10008-02,南投縣,中寮鄉,復興村
10008-02,南投縣,中寮鄉,中寮村
10008-02,南投縣,中寮鄉,廣福村
10008-02,南投縣,中寮鄉,永福村
10008-02,南投縣,中寮鄉,義和村
10008-02,南投縣,中寮鄉,清水村
10008-02,南投縣,中寮鄉,龍安村
10008-02,南投縣,中寮鄉,龍岩村
10008-02,南投縣,中寮鄉,永和村
10008-02,南投縣,中寮鄉,內城村
10008-02,南投縣,中寮鄉,永芳村
10008-02,南投縣,中寮鄉,爽文村
10008-03,南投縣,魚池鄉,東池村
10008-03,南投縣,魚池鄉,魚池村
10008-03,南投縣,魚池鄉,中明村
10008-03,南投縣,魚池鄉,新城村
10008-03,南投縣,魚池鄉,大林村
10008-03,南投縣,魚池鄉,東光村
10008-03,南投縣,魚池鄉,共和村
10008-03,南投縣,魚池鄉,大雁村
10008-03,南投縣,魚池鄉,五城村
10008-03,南投縣,魚池鄉,水社村
10008-03,南投縣,魚池鄉,頭社村
10008-03,南投縣,魚池鄉,武登村
10008-03,南投縣,魚池鄉,日月村
10008-05,南投縣,國姓鄉,國姓村
10008-05,南投縣,國姓鄉,石門村
10008-05,南投縣,國姓鄉,大旗村
10008-05,南投縣,國姓鄉,北港村
10008-05,南投縣,國姓鄉,長流村
10008-05,南投縣,國姓鄉,長福村
10008-05,南投縣,國姓鄉,福龜村
10008-05,南投縣,國姓鄉,乾溝村
10008-05,南投縣,國姓鄉,柑林村
